,Order_ID,Customer_Segment,Category,Sales,Profit,Region
1028,1029,Home Office,Furniture,4098,738,South
1029,1030,Consumer,Office Supplies,2697,178,South
1030,1031,Consumer,Technology,4438,823,East
1031,1032,Home Office,Technology,2224,138,North
1032,1033,Consumer,Office Supplies,3992,722,South
1033,1034,Corporate,Technology,539,717,West
1034,1035,Corporate,Furniture,1386,869,East
1035,1036,Corporate,Technology,1308,277,South
1036,1037,Consumer,Furniture,1178,609,North
1037,1038,Corporate,Technology,2663,774,North
1038,1039,Home Office,Furniture,3723,759,West
1039,1040,Home Office,Furniture,1353,594,West
1040,1041,Consumer,Office Supplies,3457,428,East
1041,1042,Home Office,Furniture,3309,879,East
1042,1043,Home Office,Office Supplies,3649,876,North
1043,1044,Consumer,Technology,714,170,North
1044,1045,Corporate,Technology,3178,67,South
1045,1046,Corporate,Technology,2823,393,South
1046,1047,Corporate,Furniture,3590,894,South
1047,1048,Consumer,Technology,3643,812,West
1048,1049,Home Office,Technology,4615,519,West
1049,1050,Corporate,Office Supplies,2000,439,South
1050,1051,Corporate,Office Supplies,4471,349,North
1051,1052,Consumer,Technology,1812,587,East
1052,1053,Corporate,Technology,2429,949,West
1053,1054,Consumer,Furniture,3719,35,West
1054,1055,Home Office,Furniture,1294,819,South
1055,1056,Consumer,Technology,1478,598,East
1056,1057,Consumer,Office Supplies,1412,807,West
1057,1058,Consumer,Technology,3015,381,East
1058,1059,Consumer,Furniture,849,937,West
1059,1060,Home Office,Office Supplies,400,45,East
1060,1061,Home Office,Office Supplies,4795,540,East
1061,1062,Corporate,Furniture,4082,799,West
1062,1063,Home Office,Technology,4724,842,East
1063,1064,Home Office,Technology,3937,834,North
1064,1065,Corporate,Technology,377,276,West
1065,1066,Home Office,Furniture,4858,803,West
1066,1067,Consumer,Office Supplies,2658,441,North
1067,1068,Consumer,Furniture,4017,28,East
1068,1069,Corporate,Technology,2261,348,North
1069,1070,Corporate,Furniture,4775,149,West
1070,1071,Corporate,Office Supplies,1489,76,North
1071,1072,Consumer,Furniture,790,833,East
1072,1073,Home Office,Technology,4832,539,North
1073,1074,Consumer,Office Supplies,3568,378,West
1074,1075,Corporate,Furniture,1948,270,East
1075,1076,Home Office,Furniture,3916,633,West
1076,1077,Home Office,Office Supplies,1039,929,West
1077,1078,Consumer,Office Supplies,3282,983,South
1078,1079,Corporate,Technology,3409,636,West
1079,1080,Consumer,Office Supplies,2150,687,West
1080,1081,Home Office,Technology,1846,588,East
1081,1082,Consumer,Furniture,2551,776,East
1082,1083,Consumer,Technology,124,591,East
1083,1084,Corporate,Furniture,2656,981,North
1084,1085,Corporate,Office Supplies,160,829,North
1085,1086,Home Office,Furniture,222,212,East
1086,1087,Consumer,Office Supplies,2202,648,North
1087,1088,Consumer,Furniture,1286,944,South
1088,1089,Consumer,Furniture,1830,964,North
1089,1090,Home Office,Furniture,4741,419,South
1090,1091,Home Office,Furniture,4189,842,East
1091,1092,Corporate,Technology,2572,89,East
1092,1093,Corporate,Furniture,3065,697,North
1093,1094,Corporate,Technology,2377,122,East
1094,1095,Consumer,Office Supplies,4187,632,East
1095,1096,Consumer,Office Supplies,3064,830,West
1096,1097,Corporate,Technology,1410,146,East
1097,1098,Consumer,Office Supplies,254,654,West
1098,1099,Corporate,Office Supplies,2312,893,East
1099,1100,Home Office,Furniture,3353,849,South
1100,1101,Corporate,Furniture,1362,198,South
1101,1102,Home Office,Furniture,1462,286,East
1102,1103,Consumer,Technology,1037,746,South
1103,1104,Corporate,Technology,611,112,South
1104,1105,Consumer,Office Supplies,286,116,South
1105,1106,Home Office,Furniture,1945,584,North
1106,1107,Home Office,Technology,1802,925,South
1107,1108,Home Office,Technology,490,963,West
1108,1109,Consumer,Furniture,754,766,North
1109,1110,Consumer,Technology,4371,182,West
1110,1111,Consumer,Furniture,2921,927,West
1111,1112,Consumer,Office Supplies,863,854,West
1112,1113,Home Office,Office Supplies,3500,340,North
1113,1114,Home Office,Office Supplies,4906,731,East
1114,1115,Corporate,Furniture,3367,200,South
1115,1116,Corporate,Technology,1185,679,South
1116,1117,Consumer,Office Supplies,2029,840,East
1117,1118,Home Office,Office Supplies,4476,234,East
1118,1119,Home Office,Office Supplies,2063,693,West
1119,1120,Home Office,Technology,1885,332,North
1120,1121,Corporate,Technology,2374,963,West
1121,1122,Corporate,Furniture,2786,517,South
1122,1123,Home Office,Office Supplies,3068,970,East
1123,1124,Home Office,Technology,4672,557,South
1124,1125,Home Office,Furniture,815,143,East
1125,1126,Corporate,Office Supplies,342,46,North
1126,1127,Home Office,Technology,4015,102,West
1127,1128,Home Office,Technology,1623,84,South
1128,1129,Consumer,Furniture,937,765,North
1129,1130,Consumer,Office Supplies,3423,192,South
1130,1131,Corporate,Office Supplies,3053,726,East
1131,1132,Home Office,Technology,1445,468,South
1132,1133,Home Office,Office Supplies,2523,708,North
1133,1134,Consumer,Furniture,2128,687,North
1134,1135,Corporate,Technology,1532,636,West
1135,1136,Consumer,Technology,339,418,South
1136,1137,Consumer,Furniture,238,216,East
1137,1138,Consumer,Technology,3293,254,South
1138,1139,Consumer,Office Supplies,519,342,West
1139,1140,Home Office,Office Supplies,403,682,East
1140,1141,Home Office,Technology,2262,534,East
1141,1142,Consumer,Furniture,2126,303,West
1142,1143,Corporate,Furniture,4202,963,East
1143,1144,Corporate,Office Supplies,2326,993,North
1144,1145,Corporate,Furniture,1268,925,North
1145,1146,Corporate,Technology,515,757,East
1146,1147,Consumer,Technology,2813,282,South
1147,1148,Home Office,Office Supplies,249,388,East
1148,1149,Corporate,Office Supplies,2544,635,South
1149,1150,Consumer,Office Supplies,938,673,West
1150,1151,Corporate,Furniture,1796,35,North
1151,1152,Corporate,Technology,4439,689,North
1152,1153,Consumer,Technology,2010,553,West
1153,1154,Home Office,Technology,1521,742,West
1154,1155,Home Office,Office Supplies,3101,727,North
1155,1156,Consumer,Technology,1420,942,West
1156,1157,Home Office,Furniture,4135,863,East
1157,1158,Consumer,Furniture,1623,619,East
1158,1159,Consumer,Technology,3978,100,South
1159,1160,Consumer,Office Supplies,652,485,South
1160,1161,Home Office,Technology,3856,898,South
1161,1162,Consumer,Furniture,3771,735,East
1162,1163,Corporate,Furniture,581,197,North
1163,1164,Home Office,Furniture,699,578,South
1164,1165,Home Office,Technology,1264,628,East
1165,1166,Home Office,Furniture,4778,963,North
1166,1167,Home Office,Office Supplies,4332,204,West
1167,1168,Corporate,Technology,1103,543,East
1168,1169,Home Office,Technology,2082,707,West
1169,1170,Home Office,Furniture,1734,889,South
1170,1171,Consumer,Furniture,3097,94,North
1171,1172,Home Office,Office Supplies,786,601,East
1172,1173,Corporate,Technology,3514,850,South
1173,1174,Corporate,Furniture,1859,86,South
1174,1175,Corporate,Office Supplies,2580,339,North
1175,1176,Corporate,Furniture,1437,392,West
1176,1177,Home Office,Technology,214,442,South
1177,1178,Home Office,Furniture,4057,386,North
1178,1179,Corporate,Technology,668,350,North
1179,1180,Corporate,Furniture,1653,186,East
1180,1181,Home Office,Technology,2789,435,South
1181,1182,Corporate,Office Supplies,4690,433,West
1182,1183,Consumer,Technology,3440,976,West
1183,1184,Corporate,Office Supplies,3088,183,South
1184,1185,Corporate,Technology,3251,415,West
1185,1186,Consumer,Office Supplies,3627,91,North
1186,1187,Consumer,Furniture,3115,30,North
1187,1188,Home Office,Technology,921,700,South
1188,1189,Home Office,Furniture,3674,407,West
1189,1190,Consumer,Office Supplies,3887,339,North
1190,1191,Consumer,Technology,1708,234,South
1191,1192,Home Office,Technology,659,786,North
1192,1193,Corporate,Furniture,4163,411,South
1193,1194,Consumer,Technology,4535,790,East
1194,1195,Home Office,Technology,711,772,East
1195,1196,Corporate,Furniture,2263,794,South
1196,1197,Consumer,Technology,1981,903,East
1197,1198,Corporate,Furniture,4269,864,East
1198,1199,Home Office,Furniture,3963,930,West
1199,1200,Consumer,Furniture,3808,447,East
1200,1201,Corporate,Furniture,1809,281,West
1201,1202,Consumer,Furniture,1861,289,East
1202,1203,Corporate,Office Supplies,1792,232,East
1203,1204,Home Office,Office Supplies,1345,596,North
1204,1205,Home Office,Furniture,225,672,South
1205,1206,Consumer,Office Supplies,4852,946,East
1206,1207,Corporate,Office Supplies,1299,880,South
1207,1208,Consumer,Technology,2811,518,South
1208,1209,Consumer,Furniture,3546,351,North
1209,1210,Corporate,Office Supplies,1090,938,South
1210,1211,Corporate,Technology,3165,626,South
1211,1212,Corporate,Technology,1621,51,East
1212,1213,Home Office,Furniture,4828,185,North
1213,1214,Consumer,Furniture,2598,254,South
1214,1215,Consumer,Technology,2665,262,East
1215,1216,Home Office,Furniture,4890,283,North
1216,1217,Corporate,Furniture,2697,968,East
1217,1218,Home Office,Technology,215,343,North
1218,1219,Home Office,Technology,1131,613,North
1219,1220,Home Office,Furniture,1341,20,West
1220,1221,Consumer,Office Supplies,1842,161,West
1221,1222,Home Office,Furniture,3738,198,West
1222,1223,Consumer,Office Supplies,4499,969,South
1223,1224,Consumer,Technology,4190,685,East
1224,1225,Consumer,Office Supplies,2075,647,North
1225,1226,Corporate,Technology,4283,220,East
1226,1227,Consumer,Furniture,4503,982,South
1227,1228,Consumer,Furniture,4997,106,West
1228,1229,Corporate,Technology,263,830,West
1229,1230,Consumer,Technology,3410,348,East
1230,1231,Home Office,Technology,3488,56,East
1231,1232,Home Office,Furniture,1095,829,North
1232,1233,Consumer,Furniture,1977,745,East
1233,1234,Corporate,Office Supplies,1923,984,North
1234,1235,Home Office,Technology,2395,66,North
1235,1236,Corporate,Office Supplies,3364,84,West
1236,1237,Corporate,Furniture,1448,263,East
1237,1238,Home Office,Office Supplies,1903,672,West
1238,1239,Corporate,Office Supplies,2351,580,North
1239,1240,Home Office,Furniture,3000,846,West
1240,1241,Corporate,Furniture,1693,961,West
1241,1242,Home Office,Technology,532,607,North
1242,1243,Consumer,Office Supplies,3917,179,South
1243,1244,Home Office,Furniture,1170,155,South
1244,1245,Home Office,Furniture,4700,848,East
1245,1246,Home Office,Office Supplies,214,42,West
1246,1247,Home Office,Furniture,1539,524,East
1247,1248,Corporate,Technology,1890,805,West
1248,1249,Consumer,Technology,1094,266,East
1249,1250,Home Office,Office Supplies,4418,135,East
1250,1251,Corporate,Technology,4831,968,North
1251,1252,Consumer,Furniture,4867,122,South
1252,1253,Consumer,Furniture,1057,824,South
1253,1254,Consumer,Furniture,195,814,South
1254,1255,Consumer,Furniture,2254,351,North
1255,1256,Home Office,Office Supplies,731,57,South
1256,1257,Home Office,Technology,3784,373,North
1257,1258,Corporate,Technology,1801,796,West
1258,1259,Corporate,Furniture,797,407,North
1259,1260,Corporate,Office Supplies,131,204,East
1260,1261,Consumer,Furniture,4974,860,East
1261,1262,Consumer,Furniture,648,746,West
1262,1263,Home Office,Office Supplies,2348,734,West
1263,1264,Consumer,Office Supplies,1993,330,East
1264,1265,Consumer,Furniture,2934,803,South
1265,1266,Consumer,Technology,1803,147,South
1266,1267,Corporate,Furniture,1256,364,South
1267,1268,Corporate,Technology,443,854,West
1268,1269,Home Office,Technology,4172,79,East
1269,1270,Consumer,Office Supplies,3562,820,North
1270,1271,Consumer,Office Supplies,2348,591,West
1271,1272,Home Office,Furniture,1044,492,East
1272,1273,Consumer,Technology,3980,729,South
1273,1274,Consumer,Technology,2150,721,South
1274,1275,Corporate,Furniture,3385,68,South
1275,1276,Home Office,Furniture,2955,780,East
1276,1277,Home Office,Furniture,1430,398,South
1277,1278,Home Office,Office Supplies,2103,862,East
1278,1279,Home Office,Furniture,3715,360,West
1279,1280,Corporate,Furniture,1887,855,North
1280,1281,Corporate,Technology,2346,878,South
1281,1282,Consumer,Furniture,3772,348,West
1282,1283,Consumer,Technology,2255,686,West
1283,1284,Consumer,Technology,3579,766,East
1284,1285,Consumer,Office Supplies,3120,605,West
1285,1286,Corporate,Furniture,151,445,East
1286,1287,Home Office,Furniture,2259,459,East
1287,1288,Corporate,Technology,4490,386,West
1288,1289,Consumer,Office Supplies,3751,968,East
1289,1290,Corporate,Office Supplies,4015,400,East
1290,1291,Home Office,Furniture,2212,490,East
1291,1292,Home Office,Technology,2721,830,West
1292,1293,Corporate,Furniture,4660,123,North
1293,1294,Corporate,Furniture,4829,755,East
1294,1295,Corporate,Furniture,1454,783,South
1295,1296,Consumer,Furniture,3854,912,West
1296,1297,Corporate,Technology,309,181,West
1297,1298,Corporate,Office Supplies,337,27,East
1298,1299,Corporate,Furniture,435,244,West
1299,1300,Home Office,Furniture,3938,319,South
1300,1301,Home Office,Furniture,1676,904,North
1301,1302,Consumer,Furniture,599,678,West
1302,1303,Consumer,Office Supplies,1664,732,West
1303,1304,Home Office,Office Supplies,890,290,West
1304,1305,Home Office,Office Supplies,3640,840,East
1305,1306,Home Office,Office Supplies,3222,205,South
1306,1307,Corporate,Furniture,1235,124,North
1307,1308,Corporate,Technology,4044,406,South
1308,1309,Home Office,Office Supplies,2448,681,South
1309,1310,Corporate,Office Supplies,4424,676,West
1310,1311,Corporate,Furniture,249,572,North
1311,1312,Consumer,Furniture,3306,427,South
1312,1313,Home Office,Furniture,3628,293,North
1313,1314,Home Office,Furniture,1724,594,East
1314,1315,Corporate,Technology,2674,337,West
1315,1316,Home Office,Technology,4528,350,East
1316,1317,Consumer,Office Supplies,4369,631,North
1317,1318,Consumer,Technology,3384,807,West
1318,1319,Consumer,Office Supplies,2208,230,East
1319,1320,Home Office,Office Supplies,4047,18,West
1320,1321,Home Office,Technology,2363,918,East
1321,1322,Home Office,Office Supplies,1712,91,South
1322,1323,Home Office,Furniture,3915,841,West
1323,1324,Home Office,Office Supplies,4819,303,North
1324,1325,Consumer,Furniture,677,384,West
1325,1326,Corporate,Technology,522,543,North
1326,1327,Consumer,Technology,2863,424,East
1327,1328,Home Office,Office Supplies,1329,108,East
1328,1329,Consumer,Furniture,3276,691,North
1329,1330,Home Office,Office Supplies,853,711,East
1330,1331,Home Office,Technology,4942,627,West
1331,1332,Consumer,Office Supplies,787,841,East
1332,1333,Home Office,Office Supplies,822,979,North
1333,1334,Corporate,Furniture,846,786,North
1334,1335,Home Office,Technology,4437,391,South
1335,1336,Corporate,Office Supplies,2812,872,North
1336,1337,Corporate,Furniture,807,949,East
1337,1338,Home Office,Office Supplies,534,513,North
1338,1339,Consumer,Furniture,4976,456,East
1339,1340,Corporate,Furniture,583,689,East
1340,1341,Consumer,Office Supplies,3618,353,South
1341,1342,Corporate,Technology,1633,434,East
1342,1343,Home Office,Technology,269,634,North
1343,1344,Home Office,Furniture,1120,849,North
1344,1345,Corporate,Technology,947,315,North
1345,1346,Home Office,Furniture,795,157,East
1346,1347,Corporate,Technology,3446,858,North
1347,1348,Home Office,Office Supplies,4113,741,West
1348,1349,Consumer,Technology,131,463,West
1349,1350,Home Office,Furniture,276,947,North
1350,1351,Consumer,Furniture,3064,42,East
1351,1352,Home Office,Technology,2212,741,North
1352,1353,Consumer,Office Supplies,3986,510,West
1353,1354,Home Office,Furniture,1602,328,East
1354,1355,Consumer,Furniture,2415,706,North
1355,1356,Corporate,Furniture,2744,202,East
1356,1357,Corporate,Furniture,165,882,North
1357,1358,Consumer,Furniture,4328,189,South
1358,1359,Home Office,Office Supplies,2028,876,East
1359,1360,Consumer,Technology,684,993,West
1360,1361,Home Office,Office Supplies,1848,527,West
1361,1362,Corporate,Office Supplies,2304,400,West
1362,1363,Home Office,Furniture,3730,530,West
1363,1364,Corporate,Office Supplies,1992,366,North
1364,1365,Home Office,Furniture,2529,582,North
1365,1366,Home Office,Office Supplies,3193,473,East
1366,1367,Home Office,Furniture,1073,939,South
1367,1368,Consumer,Furniture,4124,684,South
1368,1369,Consumer,Office Supplies,2742,108,East
1369,1370,Corporate,Office Supplies,1542,157,West
1370,1371,Corporate,Technology,4429,579,South
1371,1372,Consumer,Technology,1577,736,South
1372,1373,Corporate,Technology,870,325,East
1373,1374,Consumer,Office Supplies,405,191,West
1374,1375,Home Office,Office Supplies,101,556,North
1375,1376,Corporate,Furniture,370,312,North
1376,1377,Corporate,Technology,4616,567,South
1377,1378,Consumer,Furniture,3314,608,North
1378,1379,Corporate,Furniture,963,13,East
1379,1380,Corporate,Furniture,2839,787,South
1380,1381,Home Office,Furniture,3014,116,South
1381,1382,Corporate,Technology,206,84,West
1382,1383,Home Office,Furniture,3268,49,North
1383,1384,Consumer,Office Supplies,4744,648,West
1384,1385,Corporate,Office Supplies,2699,704,South
1385,1386,Home Office,Office Supplies,2335,128,North
1386,1387,Consumer,Technology,2899,82,West
1387,1388,Corporate,Furniture,1611,561,North
1388,1389,Consumer,Technology,118,213,South
1389,1390,Corporate,Furniture,958,986,South
1390,1391,Consumer,Technology,1516,105,South
1391,1392,Consumer,Technology,3132,288,East
1392,1393,Home Office,Furniture,4605,152,West
1393,1394,Consumer,Technology,1526,124,West
1394,1395,Corporate,Furniture,2631,485,South
1395,1396,Corporate,Office Supplies,4819,893,West
1396,1397,Home Office,Office Supplies,4851,142,South
1397,1398,Corporate,Office Supplies,4963,177,West
1398,1399,Corporate,Technology,4138,923,North
1399,1400,Corporate,Office Supplies,4213,254,West
1400,1401,Consumer,Furniture,2331,286,South
1401,1402,Consumer,Office Supplies,2552,984,West
1402,1403,Corporate,Office Supplies,2946,268,North
1403,1404,Home Office,Technology,3302,55,North
1404,1405,Consumer,Furniture,1916,355,North
1405,1406,Home Office,Technology,1880,856,South
1406,1407,Corporate,Technology,4203,904,East
1407,1408,Corporate,Furniture,804,246,South
1408,1409,Consumer,Technology,1441,62,North
1409,1410,Corporate,Furniture,3562,157,West
1410,1411,Consumer,Office Supplies,3690,708,North
1411,1412,Corporate,Furniture,1259,542,East
1412,1413,Corporate,Furniture,4726,99,East
1413,1414,Consumer,Furniture,3822,242,North
1414,1415,Consumer,Technology,3538,736,South
1415,1416,Consumer,Furniture,3660,890,East
1416,1417,Corporate,Furniture,3182,60,North
1417,1418,Corporate,Furniture,1815,674,South
1418,1419,Home Office,Office Supplies,2343,845,West
1419,1420,Consumer,Furniture,1860,637,South
1420,1421,Corporate,Technology,4107,403,East
1421,1422,Corporate,Furniture,1896,223,South
1422,1423,Consumer,Furniture,2775,460,South
1423,1424,Home Office,Office Supplies,3336,348,West
1424,1425,Consumer,Furniture,143,360,North
1425,1426,Home Office,Technology,588,658,South
1426,1427,Corporate,Furniture,4376,294,West
1427,1428,Home Office,Technology,3248,942,East
1428,1429,Corporate,Office Supplies,4823,887,North
1429,1430,Consumer,Furniture,1056,592,East
1430,1431,Consumer,Office Supplies,2214,254,North
1431,1432,Consumer,Furniture,1215,559,South
1432,1433,Home Office,Technology,1881,737,South
1433,1434,Corporate,Office Supplies,2926,648,North
1434,1435,Consumer,Furniture,750,593,East
1435,1436,Consumer,Technology,1976,235,East
1436,1437,Corporate,Office Supplies,440,836,East
1437,1438,Consumer,Furniture,3050,450,South
1438,1439,Corporate,Office Supplies,3475,483,North
1439,1440,Corporate,Furniture,2545,453,North
1440,1441,Corporate,Technology,2850,805,East
1441,1442,Corporate,Technology,2244,421,South
1442,1443,Corporate,Office Supplies,1454,823,North
1443,1444,Home Office,Office Supplies,3376,255,North
1444,1445,Consumer,Furniture,548,592,East
1445,1446,Home Office,Technology,4272,716,East
1446,1447,Consumer,Furniture,4744,509,North
1447,1448,Home Office,Technology,897,991,South
1448,1449,Corporate,Office Supplies,3596,960,West
1449,1450,Consumer,Furniture,2282,559,North
1450,1451,Consumer,Furniture,3426,126,North
1451,1452,Home Office,Technology,745,759,South
1452,1453,Home Office,Technology,819,373,North
1453,1454,Consumer,Technology,1622,923,West
1454,1455,Home Office,Office Supplies,1169,213,South
1455,1456,Home Office,Furniture,4843,360,West
1456,1457,Home Office,Technology,4987,328,West
1457,1458,Corporate,Office Supplies,4774,368,North
1458,1459,Corporate,Technology,3175,526,West
1459,1460,Home Office,Furniture,3907,949,North
1460,1461,Home Office,Technology,3461,498,North
1461,1462,Corporate,Furniture,2256,678,South
1462,1463,Corporate,Office Supplies,4655,116,South
1463,1464,Consumer,Office Supplies,2413,749,South
1464,1465,Consumer,Technology,3605,663,North
1465,1466,Corporate,Furniture,4239,835,West
1466,1467,Home Office,Furniture,732,181,West
1467,1468,Home Office,Furniture,2299,667,South
1468,1469,Home Office,Technology,3163,528,South
1469,1470,Home Office,Furniture,3010,864,North
1470,1471,Consumer,Furniture,722,874,East
1471,1472,Corporate,Furniture,460,967,East
1472,1473,Home Office,Furniture,2467,822,North
1473,1474,Consumer,Technology,309,537,East
1474,1475,Home Office,Technology,3567,329,East
1475,1476,Corporate,Furniture,1030,46,East
1476,1477,Consumer,Furniture,4684,508,South
1477,1478,Corporate,Office Supplies,4043,674,West
1478,1479,Corporate,Office Supplies,4796,274,West
1479,1480,Consumer,Furniture,4969,704,South
1480,1481,Consumer,Furniture,977,677,South
1481,1482,Consumer,Office Supplies,4895,658,South
1482,1483,Consumer,Office Supplies,2599,917,East
1483,1484,Consumer,Furniture,2623,411,North
1484,1485,Consumer,Technology,4451,996,North
1485,1486,Consumer,Technology,491,611,East
1486,1487,Home Office,Furniture,4002,961,East
1487,1488,Corporate,Furniture,2421,227,South
1488,1489,Consumer,Office Supplies,4081,339,South
1489,1490,Home Office,Office Supplies,238,195,West
1490,1491,Home Office,Technology,202,390,South
1491,1492,Home Office,Furniture,583,218,East
1492,1493,Corporate,Office Supplies,4419,572,West
1493,1494,Consumer,Technology,4173,297,South
1494,1495,Home Office,Technology,1948,97,West
1495,1496,Corporate,Technology,1984,953,West
1496,1497,Corporate,Office Supplies,3305,145,South
1497,1498,Corporate,Office Supplies,2261,167,North
1498,1499,Home Office,Furniture,1564,803,East
1499,1500,Consumer,Furniture,743,929,East
1500,1501,Home Office,Technology,3536,164,West
1501,1502,Home Office,Technology,4653,472,North
1502,1503,Consumer,Office Supplies,710,229,North
1503,1504,Consumer,Office Supplies,4402,468,South
1504,1505,Consumer,Furniture,1643,176,South
1505,1506,Corporate,Furniture,3639,331,East
1506,1507,Consumer,Furniture,1566,700,South
1507,1508,Home Office,Office Supplies,1016,850,South
1508,1509,Consumer,Technology,1281,571,West
1509,1510,Home Office,Furniture,2246,822,North
1510,1511,Corporate,Furniture,2372,521,North
1511,1512,Home Office,Office Supplies,951,96,South
1512,1513,Home Office,Furniture,4636,554,South
1513,1514,Consumer,Technology,819,284,South
1514,1515,Consumer,Office Supplies,4780,150,East
1515,1516,Home Office,Furniture,2114,727,East
1516,1517,Consumer,Furniture,3572,745,West
1517,1518,Corporate,Office Supplies,3742,634,East
1518,1519,Corporate,Office Supplies,3970,799,North
1519,1520,Consumer,Furniture,163,925,East
1520,1521,Corporate,Technology,4963,362,North
1521,1522,Consumer,Office Supplies,659,14,East
1522,1523,Home Office,Technology,1833,391,East
1523,1524,Home Office,Furniture,769,733,West
1524,1525,Corporate,Technology,3994,777,South
1525,1526,Consumer,Furniture,1642,343,South
1526,1527,Consumer,Furniture,1371,484,South
1527,1528,Corporate,Furniture,2515,995,West
1528,1529,Home Office,Furniture,2891,937,North
1529,1530,Corporate,Technology,4813,39,East
1530,1531,Home Office,Furniture,3154,356,West
1531,1532,Consumer,Furniture,2558,931,North
1532,1533,Home Office,Technology,3165,603,West
1533,1534,Corporate,Office Supplies,1263,502,West
1534,1535,Consumer,Technology,4659,992,North
1535,1536,Corporate,Technology,2849,757,South
1536,1537,Corporate,Technology,2048,504,East
1537,1538,Home Office,Furniture,159,865,South
1538,1539,Corporate,Furniture,3202,397,West
1539,1540,Home Office,Furniture,432,882,North
1540,1541,Consumer,Office Supplies,4271,844,West
1541,1542,Home Office,Furniture,289,262,South
1542,1543,Consumer,Office Supplies,3660,639,South
1543,1544,Home Office,Furniture,395,948,South
1544,1545,Corporate,Technology,2648,39,East
1545,1546,Home Office,Furniture,276,632,South
1546,1547,Home Office,Office Supplies,899,921,East
1547,1548,Consumer,Office Supplies,905,775,East
1548,1549,Corporate,Furniture,1842,720,South
1549,1550,Home Office,Technology,314,816,North
1550,1551,Corporate,Furniture,1979,351,West
1551,1552,Home Office,Furniture,2800,818,West
1552,1553,Home Office,Furniture,696,296,East
1553,1554,Corporate,Technology,1817,954,East
1554,1555,Home Office,Office Supplies,1455,406,East
1555,1556,Corporate,Technology,4323,518,West
1556,1557,Home Office,Office Supplies,1392,946,East
1557,1558,Consumer,Office Supplies,2698,253,North
1558,1559,Corporate,Office Supplies,3537,230,North
1559,1560,Home Office,Technology,4814,165,East
1560,1561,Home Office,Furniture,241,392,West
1561,1562,Consumer,Furniture,3316,757,South
1562,1563,Corporate,Furniture,2939,329,West
1563,1564,Home Office,Furniture,4440,382,South
1564,1565,Consumer,Furniture,3613,540,South
1565,1566,Home Office,Technology,2850,224,East
1566,1567,Corporate,Technology,1814,376,North
1567,1568,Home Office,Technology,1235,123,East
1568,1569,Home Office,Technology,3821,209,South
1569,1570,Home Office,Technology,2009,34,East
1570,1571,Home Office,Technology,2347,943,South
1571,1572,Consumer,Technology,4616,130,East
1572,1573,Consumer,Furniture,4202,751,North
1573,1574,Corporate,Office Supplies,1648,620,North
1574,1575,Consumer,Technology,2739,867,West
1575,1576,Consumer,Office Supplies,4866,12,South
1576,1577,Corporate,Technology,4611,907,South
1577,1578,Consumer,Technology,2931,782,East
1578,1579,Consumer,Furniture,1106,454,West
1579,1580,Corporate,Office Supplies,3321,263,North
1580,1581,Corporate,Furniture,3162,29,East
1581,1582,Corporate,Furniture,4623,213,West
1582,1583,Home Office,Office Supplies,3152,815,North
1583,1584,Home Office,Furniture,4529,985,East
1584,1585,Corporate,Technology,2419,366,North
1585,1586,Corporate,Technology,3639,137,South
1586,1587,Corporate,Technology,2466,367,West
1587,1588,Home Office,Technology,626,301,North
1588,1589,Home Office,Technology,2907,183,West
1589,1590,Consumer,Furniture,1295,742,East
1590,1591,Consumer,Furniture,1853,364,West
1591,1592,Corporate,Technology,1772,890,East
1592,1593,Home Office,Technology,2128,46,West
1593,1594,Home Office,Furniture,1754,319,East
1594,1595,Home Office,Office Supplies,4649,670,East
1595,1596,Corporate,Furniture,4941,926,East
1596,1597,Consumer,Furniture,4141,613,North
1597,1598,Corporate,Furniture,947,591,South
1598,1599,Consumer,Furniture,967,93,West
1599,1600,Consumer,Furniture,873,519,South
1600,1601,Corporate,Office Supplies,642,453,South
1601,1602,Consumer,Technology,4517,429,South
1602,1603,Consumer,Technology,885,214,South
1603,1604,Home Office,Office Supplies,3405,497,West
1604,1605,Consumer,Technology,4735,788,West
1605,1606,Corporate,Technology,2983,97,South
1606,1607,Corporate,Technology,548,261,West
1607,1608,Consumer,Office Supplies,3410,732,West
1608,1609,Home Office,Office Supplies,4685,864,East
1609,1610,Home Office,Technology,2005,40,West
1610,1611,Consumer,Technology,4659,878,North
1611,1612,Consumer,Technology,4509,430,South
1612,1613,Corporate,Furniture,3351,837,West
1613,1614,Consumer,Furniture,484,70,South
1614,1615,Home Office,Furniture,394,588,West
1615,1616,Consumer,Office Supplies,1338,235,South
1616,1617,Corporate,Technology,4957,934,North
1617,1618,Corporate,Office Supplies,2916,972,West
1618,1619,Corporate,Office Supplies,1198,344,West
1619,1620,Corporate,Office Supplies,1837,848,North
1620,1621,Corporate,Technology,2289,588,West
1621,1622,Consumer,Furniture,2865,649,South
1622,1623,Consumer,Technology,1322,120,North
1623,1624,Consumer,Technology,3342,500,East
1624,1625,Consumer,Office Supplies,3999,281,South
1625,1626,Corporate,Office Supplies,4423,822,West
1626,1627,Home Office,Office Supplies,510,43,South
1627,1628,Consumer,Furniture,3099,221,North
1628,1629,Home Office,Furniture,3045,309,West
1629,1630,Consumer,Furniture,4886,382,West
1630,1631,Consumer,Technology,977,134,North
1631,1632,Home Office,Office Supplies,886,112,East
1632,1633,Corporate,Technology,2209,727,West
1633,1634,Consumer,Furniture,2086,129,West
